record_id,title,year,source,Final_decision,Final_reason_code,Final_notes,FullText_needed
R00302,DESTINY-Changing Results for Advanced Breast Cancer,2022.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00303,Novel Therapeutics for Anthracycline Induced Cardiotoxicity,2022.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00304,"Omega-3 Fatty Acid Treatment Combined with Chemotherapy to Prevent Toxicity, Drug Resistance, and Metastasis in Cancer",2022.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00305,"The Phase II MutHER Study of Neratinib Alone and in Combination with Fulvestrant in HER2-Mutated, Non-amplified Metastatic Breast Cancer",2022.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00306,Hypoxia signaling and oxygen metabolism in cardio-oncology,2022.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00307,OVERVIEW OF MITOXANTRONE-A POTENTIAL CANDIDATE FOR TREATMENT OF BREAST CANCER,2022.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00310,Effective Combinations of Immunotherapy and Radiotherapy for Cancer Treatment,2022.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00311,Curcumin as an Enhancer of Therapeutic Efficiency of Chemotherapy Drugs in Breast Cancer,2022.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00312,The role of exercise in the prevention of cancer therapy-related cardiac dysfunction in breast cancer patients undergoing chemotherapy: Systematic review,2022.0,Scopus,EXCLUIR,TA4,Revisión (no ECA) (según T/A),NO
R00314,A critical review on modulators of Multidrug Resistance Protein 1 in cancer cells,2022.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00316,Targeting the redox imbalance in mitochondria: A novel mode for cancer therapy,2022.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00317,Cell-penetrating peptides improve pharmacokinetics and pharmacodynamics of anticancer drugs,2022.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00318,Inequity in Cardio-Oncology: Identifying Disparities in Cardiotoxicity and Links to Cardiac and Cancer Outcomes,2021.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00320,"Rationale and design of the Diet Restriction and Exercise-induced Adaptations in Metastatic breast cancer (DREAM) study: a 2-arm, parallel-group, phase II, randomized control trial of a short-term, calorie-restricted, and ketogenic diet plus exercise during intravenous chemotherapy versus usual care",2021.0,Scopus,DUDA,TA3,No se menciona antraciclina/anti-HER2 en T/A,SÍ
R00324,Exercise to reduce anthracycline-mediated cardiovascular complications in breast cancer survivors,2021.0,Scopus,DUDA,TA4,No queda claro que sea ECA/RCT en T/A,SÍ
R00326,Efficacy of physical exercise to offset anthracycline-induced cardiotoxicity: A systematic review and meta-analysis of clinical and preclinical studies,2021.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00328,Precision oncology in metastatic colorectal cancer — from biology to medicine,2021.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00329,Mechanisms of anthracycline-mediated cardiotoxicity and preventative strategies in women with breast cancer,2021.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00331,Editorial: Novel Combination Therapies for the Treatment of Solid Cancers,2021.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00332,Vascular disrupting agents in cancer therapy,2021.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00333,Treatment and Survivorship Interventions to Prevent Poor Body Image Outcomes in Breast Cancer Survivors,2021.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00334,Clinical Perspective of FDA Approved Drugs With P-Glycoprotein Inhibition Activities for Potential Cancer Therapeutics,2020.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00336,An overview of pharmacological and non-pharmacological treatment as a useful tool for the protection from cardiotoxicity of antineoplastic drugs; Pregled farmakoloških i nefarmakoloških tretmana u prevenciji kardiotoksičnosti usled primene antineoplastičnih lekova,2020.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00337,"Role of taurine, its haloamines and its lncRNA TUG1 in both inflammation and cancer progression. On the road to therapeutics? (Review)",2020.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00338,Physical activity during and after breast cancer therapy and associations of baseline physical activity with changes in cardiac function by echocardiography,2020.0,Scopus,DUDA,TA4,No queda claro que sea ECA/RCT en T/A,SÍ
R00341,GLS2 is protumorigenic in breast cancers,2020.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00342,SACUBITRIL/VALSARTAN VERSUS CANDESARTAN IN WOMEN WITH HEART FAILURE RECEIVING ADJUVANT THERAPY FOR BREAST CANCER-IS THERE ANY ANTIARRHYTHMIC EFFECT?,2020.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00343,Resistance and overcoming resistance in breast cancer,2020.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00344,Home-Based Physical Activity in Patients With Breast Cancer: During and/or After Chemotherapy? Impact on Cardiorespiratory Fitness. A 3-Arm Randomized Controlled Trial (APAC),2020.0,Scopus,DUDA,TA3,No se menciona antraciclina/anti-HER2 en T/A,SÍ
R00346,Current development of monoclonal antibodies in cancer therapy,2020.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00348,The Evolving Design of NIH-Funded Cardio-Oncology Studies to Address Cancer Treatment-Related Cardiovascular Toxicity,2019.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00351,Pertuzumab in HER2-positive early breast cancer: Current use and perspectives,2019.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00352,Cardiotoxicity of Contemporary Breast Cancer Treatments,2019.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00354,Neoadjuvant zoledronic acid for HER2-positive breast cancer: the Zo-NAnTax trial,2019.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00356,"Pertuzumab plus trastuzumab for HER2-amplified metastatic colorectal cancer (MyPathway): an updated report from a multicentre, open-label, phase 2a, multiple basket study",2019.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00357,Risk of cardiovascular disease after radiotherapy in survivors of breast cancer: A case-cohort study,2019.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00358,Beyond survival,2019.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00359,HER2-positive breast cancer: new therapeutic frontiers and overcoming resistance,2019.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00360,"Pembrolizumab plus trastuzumab in trastuzumab-resistant, advanced, HER2-positive breast cancer (PANACEA): a single-arm, multicentre, phase 1b–2 trial",2019.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00361,Safety and Tolerability of Epidermal Growth Factor Receptor (EGFR) Tyrosine Kinase Inhibitors in Oncology,2019.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00362,Break a sweat to reduce cardiotoxicity – the benefits of exercise training during anthracycline chemotherapy,2019.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00364,Future health of AYA survivors,2019.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00365,Recent advances and optimal management of human epidermal growth factor receptor-2-positive early-stage breast cancer,2019.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00370,Updates in the Evaluation and Management of Breast Cancer,2018.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00371,Effect of anthracycline combined with aerobic exercise on the treatment of breast cancer,2018.0,Scopus,DUDA,TA4,No queda claro que sea ECA/RCT en T/A,SÍ
R00375,Antibody–Drug Conjugates for the Treatment of Solid Tumors: Clinical Experience and Latest Developments,2017.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00376,The positive effects of exercise in chemotherapy-related cardiomyopathy,2017.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00377,Advances in the management of HER2-positive early breast cancer,2017.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00378,PIKHER2: A phase IB study evaluating buparlisib in combination with lapatinib in trastuzumab-resistant HER2-positive advanced breast cancer,2017.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00379,A review on the efficacy and toxicity of different doxorubicin nanoparticles for targeted therapy in metastatic breast cancer,2017.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00380,Immunoliposomes: A review on functionalization strategies and targets for drug delivery,2017.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00382,Evolution of anti-HER2 therapies for cancer treatment,2017.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00383,Emerging treatments for HER2-positive early-stage breast cancer: Focus on neratinib,2017.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00384,Cardio-oncology in the older adult,2017.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00386,Primary Prevention Strategies for Anthracycline Cardiotoxicity: A Brief Overview,2017.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00387,Combination of metformin with chemotherapeutic drugs via different molecular mechanisms,2017.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00388,Late cardiac effect of anthracycline therapy in physically active breast cancer survivors – a prospective study,2017.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00389,Cardiovascular Toxicities of Small Molecule Tyrosine Kinase Inhibitors: An Opportunity for Systems-Based Approaches,2017.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00390,Targeted Therapies in HER2-Overexpressing Metastatic Breast Cancer,2016.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00392,A change of heart,2016.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00393,Nilotinib reverses ABCB1/P-glycoprotein-mediated multidrug resistance but increases cardiotoxicity of doxorubicin in a MDR xenograft model,2016.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00395,Human epidermal growth factor antagonists and cardiotoxicity—A short review of the problem and preventative measures,2016.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00396,Cardiac Complications of HER2-Targeted Therapies in Breast Cancer,2016.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00397,Inhibiting the PI3K signaling pathway: buparlisib as a new targeted option in breast carcinoma,2016.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00398,Targeting of peptide cytotoxins to LHRH receptors for treatment of cancer,2016.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00399,Heart Protective Effect of Carvedilol Combined With Trimetazidine on Breast Cancer Patients Receiving Anthracycline-containing Chemotherapy,2016.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00401,Neoadjuvant therapy for early-stage breast cancer: The clinical utility of pertuzumab,2016.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00402,Emerging drugs targeting human epidermal growth factor receptor 2 (HER2) in the treatment of breast cancer,2016.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00403,Advances in medical management of early stage and advanced breast cancer: 2015,2016.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00404,Cardio-oncology: How new targeted cancer therapies and precision medicine can inform cardiovascular discovery,2015.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00405,Breast Cancer Survivorship and Cardiovascular Disease: Emerging Approaches in Cardio-Oncology,2015.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00406,More than a decade of tyrosine kinase inhibitors in the treatment of solid tumors: What we have learned and what the future holds,2015.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00407,Dual HER2 blockade in the neoadjuvant and adjuvant treatment of HER2-positive breast cancer,2015.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00408,Drug transporters in breast cancer: Response to anthracyclines and taxanes,2015.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00409,Phase I study to assess the combination of afatinib with trastuzumab in patients with advanced or metastatic HER2-positive breast cancer,2015.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00410,Cancer therapy and cardiovascular risk: Focus on bevacizumab,2015.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00411,Lapatinib: An oral dual tyrosine kinase inhibitor for HER-2-positive breast cancer,2015.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00412,Obesity and Breast Cancer: Not Only a Risk Factor of the Disease,2015.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00413,Targeting HER family in HER2-positive metastatic breast cancer: Potential biomarkers and novel targeted therapies,2015.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00416,MEK inhibitors beyond monotherapy: Current and future development,2015.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00417,Protective and sensitive effects of melatonin combined with adriamycin on ER+ (estrogen receptor) breast cancer,2015.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00418,Lapatinib-plus-pegylated liposomal doxorubicin in advanced HER2-positive breast cancer following trastuzumab: A phase ii trial,2015.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00419,Management of patients with HER2-positive metastatic breast cancer is there an optimal sequence of HER2-directed approaches?,2015.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00420,Afatinib and lung cancer,2014.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00421,Lapatinib for the treatment of breast cancer in the people's Republic of China,2014.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00423,Pertuzumab in human epidermal growth-factor receptor 2-positive breast cancer: Clinical and economic considerations,2014.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00424,Ado-trastuzumab emtansine (T-DM1): A novel antibody-drug conjugate for the treatment of HER2-positive metastatic breast cancer,2014.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00425,Potential of antibody-drug conjugates and novel therapeutics in breast cancer management,2014.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00427,Co-targeting estrogen receptor and HER2 pathways in breast cancer,2014.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00428,Systemic therapy of metastatic breast cancer,2014.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00429,Paclitaxel formulations: Challenges and novel delivery options,2014.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00430,Physical activity after breast cancer: Effect on survival and patient-reported outcomes,2014.0,Scopus,DUDA,TA4,No queda claro que sea ECA/RCT en T/A,SÍ
R00431,Anti-HER2 cancer therapy and cardiotoxicity,2014.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00432,Role of trastuzumab emtansine in the treatment of HER2-positive breast cancer,2014.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00433,AGO recommendations for the diagnosis and treatment of patients with advanced and metastatic breast cancer: Update 2014,2014.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00434,Chemotherapy-induced cardiovascular toxicity: Beyond anthracyclines,2014.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00435,Updates on the treatment of human epidermal growth factor receptor type 2-positive breast cancer,2014.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00437,Trastuzumab emtansine for the treatment of HER2-positive metastatic breast cancer,2013.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00438,New perspectives in nanomedicine,2013.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00439,Pertuzumab: Optimizing HER2 blockade,2013.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00440,A Review of JACC Journal Articles on the Topic of Cardiac Imaging: 2011–2012,2013.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00441,Proteins: Emerging carrier for delivery of cancer therapeutics,2013.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00442,T-DM1: A giant step forwards in HER2 therapeutics,2013.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00444,Therapeutic potential of neuregulin-1 in cardiovascular disease,2013.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00445,Novel targeted therapies to overcome trastuzumab resistance in HER2-overexpressing metastatic breast cancer,2013.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00446,Managing Cardiotoxicity of Chemotherapy,2013.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00447,Preventing Cardiovascular Complications of Breast Cancer Treatment: The Utility of Effective Exercise Prescription,2013.0,Scopus,DUDA,TA4,No queda claro que sea ECA/RCT en T/A,SÍ
R00448,"Applications of nanotechnology for melanoma treatment, diagnosis, and theranostics",2013.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00449,Phase II study assessing lapatinib added to letrozole in patients with progressive disease under aromatase inhibitor in metastatic breast cancer - Study BES 06,2013.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00450,β-Adrenergic blockade for anthracycline- and trastuzumab-induced cardiotoxicity is prevention better than cure?,2013.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00451,The european medicines agency review of pixantrone for the treatment of adult patients with multiply relapsed or refractory aggressivenon-hodgkin's B-celllymphomas:Summaryofthescientific assessmentof the committee for medicinal products for human use,2013.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00452,"Crosstalk between HER2 signaling and angiogenesis in breast cancer: Molecular basis, clinical applications and challenges",2013.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00453,Pertuzumab: Evolving therapeutic strategies in the management of HER2-overexpressing breast cancer,2013.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00454,"Endocrine therapy resistance: Current status, possible mechanisms and overcoming strategies",2013.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00455,Metformin: A rising star to fight the epithelial Mesenchymal transition in oncology,2013.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00456,Genomic profiling reveals the potential role of TCL1A and MDR1 Deficiency in chemotherapy-induced cardiotoxicity,2013.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00457,Development of therapeutic combinations targeting major cancer signaling pathways,2013.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00458,Safety and feasibility of targeted agent combinations in solid tumours,2013.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00459,Seven sirtuins for seven deadly diseases ofaging,2013.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00460,Chemotherapy in patients with anthracycline and taxane-pretreated metastatic breast cancer: An overview,2013.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00461,Pertuzumab: New hope for patients with HER2-positive breast cancer,2013.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00462,Trastuzumab: A review of its use in HER2-positive advanced gastric cancer,2013.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00463,Medical treatment of elderly patients with breast cancer,2013.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00464,Emerging approaches for treating HER2-positive metastatic breast cancer beyond trastuzumab,2013.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00465,HER2-directed therapy for metastatic breast cancer,2013.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00466,A review of therapeutic effects of curcumin,2013.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00467,Efficacy of HER2-targeted therapy in metastatic breast cancer. Monoclonal antibodies and tyrosine kinase inhibitors,2013.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00468,Finding the optimal balance: Challenges of improving conventional cancer chemotherapy using suitable combinations with nano-sized drug delivery systems,2012.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00469,Doxorubicin-loaded nanoparticles: New advances in breast cancer therapy,2012.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00470,Dual human epidermal growth factor receptor 2 blockade: Another step forward in treating patients with human epidermal growth factor receptor 2-positive breast cancer,2012.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00471,Controlling angiogenesis in breast cancer: A systematic review of anti-angiogenic trials,2012.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00473,Recent advances in novel targeted therapies for HER2-positive breast cancer,2012.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00474,Potential of afatinib in the treatment of patients with HER2-positive breast cancer,2012.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00475,Peptide vaccines and targeting HER and VEGF proteins may offer a potentially new paradigm in cancer immunotherapy,2012.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00476,"Targeted chemotherapy of endometrial, ovarian and breast cancers with cytotoxic analogs of luteinizing hormone-releasing hormone (LHRH)",2012.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00477,Anti-angiogenic drug discovery: Lessons from the past and thoughts for the future,2012.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00478,New therapies in HER2-positive breast cancer: A major step towards a cure of the disease?,2012.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00479,Overcoming treatment resistance in HER2-positive breast cancer: Potential strategies,2012.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00480,Her-2/neu gene amplification and over-expression in stomach and esophageal adenocarcinoma: From pathology to treatment,2012.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00481,Recent treatment advances in HER2-positive metastatic breast cancer: A clinical approach,2012.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00482,Exercise rehabilitation in patients with cancer,2012.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00483,Clinical development of new formulations of cytotoxics in solid tumors,2012.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00484,Current approaches to the management of Her2-negative metastatic breast cancer,2012.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00485,What are the most important new targets in breast cancer?,2012.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00486,The transferrin receptor and the targeted delivery of therapeutic agents against cancer,2012.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00487,Phase I clinical trial of HER2-specific immunotherapy with concomitant HER2 kinase inhibtion,2012.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00488,Cardiotonic steroids-mediated targeting of the Na +/K +-ATPase to combat chemoresistant cancers,2012.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00489,Anti-angiogenic Therapy: Concept to Clinic,2012.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00490,"A phase I/II prospective, single arm trial of gefitinib, trastuzumab, and docetaxel in patients with stage IV HER-2 positive metastatic breast cancer",2012.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00491,Beyond trastuzumab: Novel therapeutic strategies in HER2-positive metastatic breast cancer,2012.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00492,Trastuzumab: A novel standard option for patients with HER-2-positive advanced gastric or gastro-oesophageal junction cancer,2012.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00493,Overcoming tumor multidrug resistance using drugs able to evade P-glycoprotein or to exploit its expression,2012.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00494,Lapatinib-based therapy in heavily pretreated HER2-positive metastatic breast cancer: A single institution experience,2012.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00495,Role of lapatinib alone or in combination in the treatment of HER2-positive breast cancer,2012.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00496,Exercise: Powering up,2012.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00497,Efficacy and tolerability of lapatinib in the management of breast cancer,2012.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00498,Blockade of the HER family of receptors in the treatment of HER2-positive metastatic breast cancer,2012.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00499,Treatment of HER2-positive breast cancer: Current status and future perspectives,2012.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00500,ErbB family receptor inhibitors as therapeutic agents in breast cancer: Current status and future clinical perspective,2012.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00501,"Phase I study of topotecan, ifosfamide, and etoposide (TIME) with autologous stem cell transplant in refractory cancer: Pharmacokinetic and pharmacodynamic correlates",2011.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
