record_id,title,year,source,Final_decision,Final_reason_code,Final_notes,FullText_needed
R00990,Home-based cardio-oncology rehabilitation using a telerehabilitation platform in hematological cancer survivors: a feasibility study.,2023.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00991,High‐intensity exercise to improve cardiorespiratory fitness in cancer patients and survivors: A systematic review and meta‐analysis.,2021.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00992,"Effect of myofascial release, stretching, and strengthening on upper torso posture, spinal curvatures, range of motion, strength, shoulder pain and disability, and quality of life in breast cancer survivors.",2022.0,SPORTDiscus (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00993,Vitamin D deficiency contributes to overtraining syndrome in excessive trained C57BL/6 mice.,2023.0,SPORTDiscus (EBSCO),EXCLUIR,TA6,Preclínico/animal (según T/A),NO
R00994,Canadian Society of Pharmacology and Therapeutics.,2024.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00995,The Impact of Regular Exercise on Cardiovascular Health: A Literature Review.,2024.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00996,Doxorubicin-induced apoptosis enhances monocyte infiltration and adverse cardiac remodeling in diabetic animals.,2022.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00997,Proceedings of the OncoFit -- From sports lab to cancer clinic.,2023.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00998,Exercise Intolerance and the Impact of Physical Activity in Children Treated With Hematopoietic Stem Cell Transplantation.,2014.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00999,Protective effects of olmesartan and l-carnitine on doxorubicin-induced cardiotoxicity in rats.,2020.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01000,"Combined exercise intervention in a mouse model of high-risk neuroblastoma: effects on physical, immune, tumor and clinical outcomes.",2023.0,SPORTDiscus (EBSCO),EXCLUIR,TA6,Preclínico/animal (según T/A),NO
R01001,"Bromocriptine therapy: Review of mechanism of action, safety and tolerability.",2022.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01002,A concise description of cardioprotective strategies in doxorubicin-induced cardiotoxicity.,2009.0,SPORTDiscus (EBSCO),EXCLUIR,TA6,Preclínico/animal (según T/A),NO
R01003,Awareness and attitudes of oncology physicians recommending exercise to patients with cancer.,2022.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01004,Dihydromyricetin reverses capecitabine‐induced peripheral myelin dysfunction through modulation of oxidative stress.,2024.0,SPORTDiscus (EBSCO),EXCLUIR,TA6,Preclínico/animal (según T/A),NO
R01005,One step closer to myocardial physiology: From PV loop analysis to state‐of‐the‐art myocardial imaging.,2022.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01006,International Congress - CIDESD 2019.,2019.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01007,Symposia.,2022.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01008,Targeting the mitochondrial Ca<sup>2+</sup> uniporter complex in cardiovascular disease.,2023.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01009,The effects of a home-based physical activity intervention on cardiorespiratory fitness in breast cancer survivors; a randomised controlled trial.,2018.0,SPORTDiscus (EBSCO),DUDA,TA3,No se menciona antraciclina/anti-HER2 en T/A,SÍ
R01010,Untitled.,2019.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01011,Oral presentations.,2022.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01012,Immunoregulation by resveratrol; implications for normal tissue protection and tumour suppression.,2023.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01013,2021 Scientific Abstracts: Canadian Society of Pharmacology and Therapeutics annual conference.,2021.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01014,Which exercise prescriptions optimize V̇O<sub>2</sub>max during cancer treatment?—A systematic review and meta‐analysis.,2019.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01015,Doxorubicin‐induced skeletal muscle atrophy: Elucidating the underlying molecular pathways.,2020.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01016,Curcumin protects against doxorubicin induced oxidative stress by regulating the Keap1-Nrf2-ARE and autophagy signaling pathways.,2023.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01017,Método indirecto para estimar el consumo máximo de oxígeno en supervivientes de cáncer de mama y controles sanos.,2022.0,SPORTDiscus (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01018,Pilot study of jadomycin B pharmacokinetics and anti-tumoral effects in zebrafish larvae and mouse breast cancer xenograft models.,2022.0,SPORTDiscus (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01019,Nimbolide: promising agent for prevention and treatment of chronic diseases (recent update).,2024.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01020,Proceedings of the Canadian Society for Exercise Physiology Annual General Meeting - Back to the Beginning.,2017.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01021,Physical Activity and Cancer in Youth: A Review of Physical Activity's Protective and Rehabilitative Functions.,2002.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01022,有氧运动缓解化疗期间乳腺癌患者心脏毒性的效果.,2023.0,SPORTDiscus (EBSCO),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01023,Pentoxifylline abrogates cardiotoxicity induced by the administration of a single high dose or multiple low doses of doxorubicin in rats.,2016.0,SPORTDiscus (EBSCO),EXCLUIR,TA6,Preclínico/animal (según T/A),NO
R01024,Impact of ellagic acid application on doxorubicin-induced cardiovascular toxicity model.,2021.0,SPORTDiscus (EBSCO),EXCLUIR,TA6,Preclínico/animal (según T/A),NO
R01025,Canadian Nutrition Society: Scientific Abstracts from the 8th Annual Scientific Meeting / Société canadienne de nutrition : Résumés scientifiques de la 8<sup>e</sup> réunion scientifique annuelle.,2017.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01026,Evidence-based risk assessment and recommendations for physical activity clearance: cancer.,2011.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01027,Breast cancer drugs perturb fundamental vascular functions of endothelial cells by attenuating protein S‐nitrosylation.,2020.0,SPORTDiscus (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01028,Activité physique et cancer.,2018.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01029,Cardiovascular Consequences of Skeletal Muscle Impairments in Breast Cancer.,2020.0,SPORTDiscus (EBSCO),DUDA,TA4,No queda claro que sea ECA/RCT en T/A,SÍ
R01030,The Role of Exercise and Hyperlipidaemia in Breast Cancer Progression.,2018.0,SPORTDiscus (EBSCO),EXCLUIR,TA4,Revisión (no ECA) (según T/A),NO
R01031,EGCG inhibits pressure overload‐induced cardiac hypertrophy via the PSMB5/Nmnat2/SIRT6‐dependent signalling pathways.,2021.0,SPORTDiscus (EBSCO),EXCLUIR,TA6,Preclínico/animal (según T/A),NO
R01032,Animal models of chemotherapy-induced cognitive decline in preclinical drug development.,2021.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01033,Cannabinoid signaling in health and disease.,2017.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01034,Doxorubicin plus Ifosfamide as Salvage Treatment for Patients with Advanced Breast Cancer Refractory to Epirubicin plus Cyclophosphamide.,2000.0,SPORTDiscus (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01035,Abstracts Selected for Poster Presentation.,2017.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01036,In vivo biological evaluation of sodium salt of ethyl (E)‐2‐cyano‐3‐(7‐hydroxy‐4‐methyl‐2‐oxoquinoline‐1(2H)‐yl)‐3‐(4‐hydroxyphenyl) acrylate as anticancer agent.,2022.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01037,"PHYSICAL EXERCISE MINIMIZES THE TOXIC TRIAD FOR CANCER: PHYSICAL INACTIVITY, LOW FITNESS, AND OBESITY.",2016.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01038,Poster Communications.,2016.0,SPORTDiscus (EBSCO),EXCLUIR,TA6,Preclínico/animal (según T/A),NO
R01039,O EXERCÍCIO FÍSICO COMO POTENCIAL REDUTOR DA CARDIOTOXICIDADE INDUZIDA POR TRATAMENTOS ANTINEOPLÁSICOS: REVISÃO SISTEMÁTICA.,2017.0,SPORTDiscus (EBSCO),EXCLUIR,TA4,Revisión (no ECA) (según T/A),NO
R01040,Garlic and cardioprotection: insights into the molecular mechanisms<sup>1</sup>.,2013.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01041,Research Report. Clinical Characteristics of Patients With Cancer Referred for Outpatient Physical Therapy.,2015.0,SPORTDiscus (EBSCO),EXCLUIR,TA4,Revisión (no ECA) (según T/A),NO
R01042,Aged green tea reduces high-fat diet-induced fat accumulation and inflammation via activating the AMP-activated protein kinase signaling pathway.,2022.0,SPORTDiscus (EBSCO),EXCLUIR,TA6,Preclínico/animal (según T/A),NO
R01043,Evidence-based risk assessment and recommendations for physical activity clearance: Consensus Document 2011.,2011.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01044,Synergistic antitumor effect of resveratrol and sorafenib on hepatocellular carcinoma through PKA/AMPK/eEF2K pathway.,2021.0,SPORTDiscus (EBSCO),EXCLUIR,TA6,Preclínico/animal (según T/A),NO
R01045,Epigallocatechin-3-gallate inhibits proliferation and triggers apoptosis in colon cancer via the hedgehog/phosphoinositide 3-kinase pathways.,2021.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01046,Modulation of bleomycin‐induced oxidative stress and pulmonary fibrosis by N‐acetylcysteine in rats via AMPK/SIRT1/NF‐κβ.,2020.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01047,Reversal of P-glycoprotein-mediated multidrug resistance and pharmacokinetics study in rats by WYX-5.,2017.0,SPORTDiscus (EBSCO),EXCLUIR,TA6,Preclínico/animal (según T/A),NO
R01048,"Nebivolol protects against cyclophosphamide‐induced nephrotoxicity through modulation of oxidative stress, inflammation, and apoptosis.",2021.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01049,Dietary flaxseed: what we know and don't know about its effects on cardiovascular disease.,2019.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01051,Potential markers and metabolic processes involved in the mechanism of radiation-induced heart injury.,2017.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01052,Thioredoxins in cardiovascular disease<sup>1</sup>.,2015.0,SPORTDiscus (EBSCO),EXCLUIR,TA6,Preclínico/animal (según T/A),NO
R01053,Symposia.,2014.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01054,Oral Sessions.,2016.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01055,"Hydroxytyrosol inhibits cancer stem cells and the metastatic capacity of triple-negative breast cancer cell lines by the simultaneous targeting of epithelial-to-mesenchymal transition, Wnt/β-catenin and TGFβ signaling pathways.",2019.0,SPORTDiscus (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01056,Cost Effectiveness of Cardioprotective Strategies in Patients with Aggressive Non-Hodgkin’s Lymphoma.,2005.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01057,Abstracts from the ICBM 2012 Meeting.,2012.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01058,Long-term effects of maternal resveratrol intake during lactation on cholesterol metabolism in male rat offspring.,2020.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01059,Association of nitric oxide synthase 3 ( NOS3) 894 G>T polymorphism with prognostic outcomes of anthracycline in Chinese patients with acute myeloid leukaemia.,2014.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01060,Ginger extract adjuvant to doxorubicin in mammary carcinoma: study of some molecular mechanisms.,2018.0,SPORTDiscus (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01061,"Metformin modulates cardiac endothelial dysfunction, oxidative stress and inflammation in irradiated rats: A new perspective of an antidiabetic drug.",2019.0,SPORTDiscus (EBSCO),EXCLUIR,TA6,Preclínico/animal (según T/A),NO
R01062,Abstracts of the Canadian Nutrition Society's 2nd Annual Scientific Meeting / Résumés de la deuxième rencontre scientifique annuelle de la Société canadienne de nutrition.,2011.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01063,Abstracts of the Canadian Nutrition Society's 9th Annual Scientific Meeting / Résumés de la 9<sup>e</sup> rencontre scientifique annuelle intitulée de la Société canadienne de nutrition.,2010.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01064,The Phys-Can observational study: adjuvant chemotherapy is associated with a reduction whereas physical activity level before start of treatment is associated with maintenance of maximal oxygen uptake in patients with cancer.,2020.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01065,Public health relevance of drug-nutrition interactions.,2017.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01066,(±)-Gossypol induces apoptosis and autophagy in head and neck carcinoma cell lines and inhibits the growth of transplanted salivary gland cancer cells in BALB/c mice.,2017.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01067,A Framework for Assessment in Oncology Rehabilitation.,2009.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01068,Protective effects of kolaviron and gallic acid against cobalt-chloride-induced cardiorenal dysfunction via suppression of oxidative stress and activation of the ERK signaling pathway.,2016.0,SPORTDiscus (EBSCO),EXCLUIR,TA6,Preclínico/animal (según T/A),NO
R01069,Cognitive impact of cytotoxic agents in mice.,2015.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01070,Reversal of P-glycoprotein-medicated multidrug resistance by LBM-A5 in vitro and a study of its pharmacokinetics in vivo.,2015.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01071,Abstracts.,2005.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01072,Sulforaphane improves oxidative status without attenuating the inflammatory response or cardiac impairment induced by ischemia-reperfusion in rats.,2016.0,SPORTDiscus (EBSCO),EXCLUIR,TA6,Preclínico/animal (según T/A),NO
R01073,Role of polyphenols in cell death control.,2012.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01074,Effectiveness of liposomal paclitaxel against MCF-7 breast cancer cells.,2010.0,SPORTDiscus (EBSCO),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01075,"Occurrence, exposure, effects, recommended intake and possible dietary use of selected trace compounds (aluminium, bismuth, cobalt, gold, lithium, nickel, silver).",2014.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01076,GENE DOPING IN SPORT - PERSPECTIVES AND RISKS.,2014.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01077,"BREAST CANCER TARGET THERAPY, CARDIOTOXICITY AND THEORETICAL BASIS FOR DESIGN OF CUSTOMIZED ONCOLOGIC PATIENS ORIENTED TRAINING PROGRAMS.",2013.0,SPORTDiscus (EBSCO),DUDA,TA4,No queda claro que sea ECA/RCT en T/A,SÍ
R01078,Sildenafil decreased cardiac cell apoptosis in diabetic mice: reduction of oxidative stress as a possible mechanism.,2009.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01079,Poster Session B.,2019.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01081,Oral Communications.,2018.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01082,Posters Monday 2 August Drug Discovery & Development (PO-001 - PO-011).,2004.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01083,Impact of Exercise on Mitigating the Cardio-toxic Effects of Adriamycin Among Women Newly Diagnosed With Breast Cancer,2017.0,CENTRAL (trials export),DUDA,TA4,No queda claro que sea ECA/RCT en T/A,SÍ
R01088,Exercise Preconditioning and Breast Cancer Cardiotoxicity,2016.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01090,Effects of Physical Exercise on Patients Treated with Drugs for Breast Cancer,2025.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01091,Cardioprotective Effect of Acute Exercise in Breast Cancer Patients,2022.0,CENTRAL (trials export),DUDA,TA4,No queda claro que sea ECA/RCT en T/A,SÍ
R01092,Cardiac Rehabilitation for Breast Cancer Survivors,2024.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01093,A prospective randomized comparison of epirubicin and doxorubicin in patients with advanced breast cancer,1985.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01094,The exercise effects on cardiotoxicity in breast cancer patients receiving anthracyclineÃ¢?Â�based chemotherapy,2019.0,CENTRAL (trials export),EXCLUIR,TA4,Protocolo (sin resultados) (según T/A),NO
R01096,Exercise to Improve Neurovascular Function in Breast Cancer Survivors,2025.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01099,Supervised Physical Activity in Young Women With Early Breast Cancer During Neoadjuvant Chemotherpy,2020.0,CENTRAL (trials export),DUDA,TA4,No queda claro que sea ECA/RCT en T/A,SÍ
R01100,The Effect of Cardiac Rehabilitation on Quality of Life and 6- Minute Walk Test in Breast Cancer Patients after Treatment with Anthracyclines,2023.0,CENTRAL (trials export),DUDA,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,SÍ
R01101,Persistent Impairment in Cardiopulmonary Fitness after Breast Cancer Chemotherapy,2019.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01103,Effects and Possible Mechanisms of Exercise exercise on Anthracycline-induced Cardiovascular Toxicity in Breast Cancer Patients,2023.0,CENTRAL (trials export),DUDA,TA4,No queda claro que sea ECA/RCT en T/A,SÍ
R01106,Effect of DAPAglifozin on MYOcardial Remodeling of Breast CANCER Patients Treated with Anthracycline Based Chemotherapy,2024.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01107,Cardiovascular function and the effect of exercise training during adjuvant breast cancer treatment. Results from the EBBA-II trial,2019.0,CENTRAL (trials export),DUDA,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,SÍ
R01108,Exercise as a diagnostic and therapeutic tool for the prevention of cardiovascular dysfunction in breast cancer patients,2019.0,CENTRAL (trials export),DUDA,TA4,No queda claro que sea ECA/RCT en T/A,SÍ
R01111,Effect of Cardiac Rehabilitation Program on Left Ventricular Systolic Function in Patients with Breast Cancer Receiving Anthracycline-Based Chemotherapy Using Two- Dimensional Speckle Tracking Echocardiography,2024.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01112,The effect of functional exercise matrix on preventing treatment-related cardiotoxicity in breast cancer patients,2022.0,CENTRAL (trials export),DUDA,TA4,No queda claro que sea ECA/RCT en T/A,SÍ
R01113,Effects of high intensity interval training on endothelial function in breast cancer patients undergoing anthracycline chemotherapy,2018.0,CENTRAL (trials export),DUDA,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,SÍ
R01114,"Influence of exercise training on ventricular remodeling, serum cardiac parameters and functional capacity during trastuzumab therapy in breast cancer women",2016.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01115,High-intensity interval training did not change blood pressure in breast cancer patients undergoing anthracycline chemotherapy,2020.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01116,Efficacy of Cardio-Oncology Rehabilitation Exercise for Women With Breast Cancer and Treatment Related Cardiotoxicity,2017.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01119,Effect of High Intensity Interval Training with Blood Flow Restriction on cardiovascular function of Cardiotoxic patients after Breast Cancer therapy,2020.0,CENTRAL (trials export),DUDA,TA4,No queda claro que sea ECA/RCT en T/A,SÍ
R01120,An effective exercise intervention targeting breast cancer patients at greatest risk of cardiac dysfunction,2018.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01121,Exercise-based Cardiac Rehabilitation for the Prevention of Breast Cancer Chemotherapy-induced Cardiotoxicity,2019.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01122,Exercise may lower risk of cancer therapy-related cardiac dysfunction (CTRCD) in early-stage breast cancer patients undergoing targeted therapy. Results from a small prospective study,2025.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01123,PENTRAXIN-3 AS A NOVEL CARDIOTOXIC BIOMARKER FOR BREAST CANCER PATIENTS RECEIVING ANTHRACYCLINES AND THE IMPACT OF PHYSICAL ACTIVITY: AN INTERIM REPORT FROM THE EXACT 2.0 TRIAL,2023.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01124,PENTRAXIN-3 AS A NOVEL CARDIOTOXIC BIOMARKER FOR BREAST CANCER PATIENTS RECEIVING ANTHRACYCLINES AND THE IMPACT OF PHYSICAL ACTIVITY: AN INTERIM REPORT FROM THE EXACT 2.0 TRIAL,2023.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01125,Effect of Cardiac Rehabilitation Program on Left Ventricular Systolic Function in Patients With Breast Cancer Receiving Anthracycline-based Chemotherapy Using Two-dimensional Speckle Tracking Echocardiography,2025.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01126,Could physical exercise prevent anthracycline related cardiotoxicity in breast cancer patients? rationale and design of a intra-hospital randomized controlled trial,2019.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01127,Exercise Hemodynamic Profiles of Resting and Exercise-Based Definitions of Cancer Therapy-Related Cardiac Dysfunction in Anthracycline-Treated Breast Cancer Survivors,2023.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01128,"Cardiorespiratory fitness, cardiac morphology and function, and cardiovascular risk factors in long-term breast cancer survivors compared with non-cancer controls",2025.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01129,Effect of exercise on cancer therapy related cardiac dysfunction in women with breast cancer undergoing chemotherapy,2021.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01130,Effects of physical exercise on cardiac health in women with breast cancer,2018.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01132,Dexrazoxane : a review of its use for cardioprotection during anthracycline chemotherapy,2005.0,CENTRAL (trials export),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01133,Exercise to Prevent AnthraCycline-based Cardio-Toxicity Study 2.0 (EXACT2),2018.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01134,Cancer Adverse Effects PReventIon With Care & Exercise: the CAPRICE Study,2019.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01135,729 Exercise Training Attenuates Anthracycline-Induced Myocardial Injury in Early-Stage Breast Cancer Patients,2020.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01137,Take charge during treatment: a planned exercise protocol to evaluate disparities and cardiovascular outcomes in Black and White patients with breast cancer undergoing treatment,2022.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01138,286 Anthracycline Chemotherapy is not associated with Reductions in Right-Ventricular or Left Atrial Strain in Early-Stage Breast Cancer Patients,2020.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01139,Human-induced pluripotent stem cell-derived cardiomyocytes as a model for trastuzumab-induced cardiac dysfunction,2019.0,CENTRAL (trials export),EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01140,CAN EXERCISE PREVENT CHEMOTHERAPY-INDUCED CARDIAC DYSFUNCTION? AN ECHOCARDIOGRAPHIC ASSESSMENT OF CARDIAC MECHANICS IN WOMEN WITH BREAST CANCER,2021.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01142,Take Charge during Treatment: a randomized exercise trial for breast cancer patients,2024.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01143,Exercise for diagnosis and treatment of heart dysfunction among breast cancer patients,2017.0,CENTRAL (trials export),DUDA,TA4,No queda claro que sea ECA/RCT en T/A,SÍ
R01144,Trial in progress: the effect of targeted high intensity interval training (HIIT) during cardiotoxic cancer treatment on cardiovascular health - a pilot study (ENTRANCE),2023.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01147,FEASIBILITY and IMPACT of A CARDIO-ONCOLOGY PROGRAM VERSUS COMMUNITY EXERCISE TRAINING for CANCER SURVIVORS: RESULTS from the CORE TRIAL,2023.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01148,Impact of a cardio-oncology rehabilitation framework among high cardiovascular risk cancer survivors: results from the CORE trial,2023.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01149,Caloric Restriction and Exercise for Protection From Anthracycline Toxic Effects,2017.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
